Tarih,Model,Cihaz,mAP50-95,mAP50,FPS,Latency(ms)
2026-01-06 23:42:34,yolov8n.pt,CPU,0.1016,0.1352,13.376176346891302,74.75977993011475
2026-01-06 23:45:44,yolov5su.pt,CPU,0.105,0.1361,6.837811275154157,146.24562740325928
2026-01-06 23:57:20,yolov9c.pt,CPU,0.1291,0.1627,1.823287819064968,548.4597601890564
2026-01-07 01:54:52,yolov8n.pt,NVIDIA GeForce GTX 1660 SUPER,0.1016,0.1352,12.989993722267801,76.98233127593994
2026-01-07 01:55:41,yolov5su.pt,NVIDIA GeForce GTX 1660 SUPER,0.105,0.1361,12.658168176884312,79.00037240982056
2026-01-07 01:57:03,yolov9c.pt,NVIDIA GeForce GTX 1660 SUPER,0.1291,0.1627,7.652365916694289,130.67853927612305
